P=260uW, Redo 3 from yesterday. PolA Resonances Side(1um) and Top Coupled. 
Vpiezo(Time[s]orWavelength[nm]), Optical Power[W],Amplitude, phase, Secondary Power[W]
1.5489092374131E+3	1.0865083000000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489100439193E+3	1.0972935400000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489108504254E+3	1.0955142500000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489116569316E+3	1.0933764700000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489124634377E+3	1.0964103600000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489132699439E+3	1.0966662700000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489140764500E+3	1.0934979900000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489148829561E+3	1.0948869700000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489156894623E+3	1.0976778600000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489164959684E+3	1.0934402900000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489173024746E+3	1.0945414300000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489181089807E+3	1.0968454900000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489189154869E+3	1.0938435400000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489197219930E+3	1.0927491800000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489205284992E+3	1.0964870500000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489213350053E+3	1.0931843500000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489221415114E+3	1.0909312000000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489229480176E+3	1.0949446800000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489237545237E+3	1.0933058800000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489245610299E+3	1.0916800100000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489253675360E+3	1.0944389100000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489261740422E+3	1.0930818500000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489269805483E+3	1.0906304300000E-6	0.0000000000000E+0	0.0000000000000E+0
1.5489277870545E+3	1.0945862300000E-6	0.0000000000000E+0	0.0000000000000E+0
