P=130uW, PolA Resonances Side(1um) and Top Coupled. 
Vpiezo(Time[s]orWavelength[nm]), Optical Power[W],Amplitude, phase, Secondary Power[W]
1.5505275749556E+3	4.6571884900000E-7	0.0000000000000E+0	0.0000000000000E+0	2.6548276430000E-9
1.5505310817812E+3	5.8112161300000E-7	0.0000000000000E+0	0.0000000000000E+0	5.7813318680000E-9
1.5505345886068E+3	7.7895229800000E-7	0.0000000000000E+0	0.0000000000000E+0	3.5714544125000E-9
1.5505380954323E+3	9.2775050700000E-7	0.0000000000000E+0	0.0000000000000E+0	4.9047868740000E-9
1.5505416022579E+3	1.0124324100000E-6	0.0000000000000E+0	0.0000000000000E+0	3.9979602065000E-9
1.5505451090835E+3	1.0643616900000E-6	0.0000000000000E+0	0.0000000000000E+0	3.5395567285000E-9
1.5505486159090E+3	1.0867643100000E-6	0.0000000000000E+0	0.0000000000000E+0	3.3861211085000E-9
1.5505521227346E+3	1.1073111800000E-6	0.0000000000000E+0	0.0000000000000E+0	3.3395449295000E-9
1.5505556295602E+3	1.1122136900000E-6	0.0000000000000E+0	0.0000000000000E+0	1.4174154020000E-9
1.5505591363858E+3	1.1183334900000E-6	0.0000000000000E+0	0.0000000000000E+0	2.8123323345000E-9
1.5505626432113E+3	1.1152735600000E-6	0.0000000000000E+0	0.0000000000000E+0	2.9614307905000E-9
1.5505661500369E+3	1.1136736500000E-6	0.0000000000000E+0	0.0000000000000E+0	1.1273561715000E-9
1.5505696568625E+3	1.1092378400000E-6	0.0000000000000E+0	0.0000000000000E+0	3.4750255670000E-9
1.5505731636880E+3	1.0994253000000E-6	0.0000000000000E+0	0.0000000000000E+0	2.4826984520000E-9
1.5505766705136E+3	1.0931972400000E-6	0.0000000000000E+0	0.0000000000000E+0	1.7251645840000E-9
1.5505801773392E+3	1.0795313700000E-6	0.0000000000000E+0	0.0000000000000E+0	2.5589533060000E-9
1.5505836841648E+3	1.0702116900000E-6	0.0000000000000E+0	0.0000000000000E+0	3.9652814760000E-9
1.5505871909903E+3	1.0455310700000E-6	0.0000000000000E+0	0.0000000000000E+0	1.8745785240000E-9
1.5505906978159E+3	1.0289900500000E-6	0.0000000000000E+0	0.0000000000000E+0	3.1558660055000E-9
1.5505942046415E+3	1.0040866400000E-6	0.0000000000000E+0	0.0000000000000E+0	2.9000864750000E-9
1.5505977114670E+3	9.8652316100000E-7	0.0000000000000E+0	0.0000000000000E+0	2.7185723760000E-9
1.5506012182926E+3	9.7040509800000E-7	0.0000000000000E+0	0.0000000000000E+0	2.0398611480000E-9
1.5506047251182E+3	9.6142239000000E-7	0.0000000000000E+0	0.0000000000000E+0	2.8101488545000E-9
1.5506082319437E+3	9.6153366000000E-7	0.0000000000000E+0	0.0000000000000E+0	2.2582806480000E-9
1.5506117387693E+3	9.6357308500000E-7	0.0000000000000E+0	0.0000000000000E+0	1.7592906825000E-9
1.5506152455949E+3	9.7536676700000E-7	0.0000000000000E+0	0.0000000000000E+0	2.0956471120000E-9
1.5506187524205E+3	9.8575212300000E-7	0.0000000000000E+0	0.0000000000000E+0	1.7756802765000E-9
1.5506222592460E+3	1.0012430800000E-6	0.0000000000000E+0	0.0000000000000E+0	9.0415793650000E-10
1.5506257660716E+3	1.0169129400000E-6	0.0000000000000E+0	0.0000000000000E+0	1.6922087585000E-9
1.5506292728972E+3	1.0277354700000E-6	0.0000000000000E+0	0.0000000000000E+0	3.3988430320000E-9
1.5506327797227E+3	1.0424766900000E-6	0.0000000000000E+0	0.0000000000000E+0	1.8262372440000E-9
1.5506362865483E+3	1.0492424200000E-6	0.0000000000000E+0	0.0000000000000E+0	2.2753044535000E-9
1.5506397933739E+3	1.0617181800000E-6	0.0000000000000E+0	0.0000000000000E+0	3.5104473430000E-9
1.5506433001995E+3	1.0645087100000E-6	0.0000000000000E+0	0.0000000000000E+0	3.4249267260000E-9
1.5506468070250E+3	1.0722474100000E-6	0.0000000000000E+0	0.0000000000000E+0	2.0735893620000E-9
1.5506503138506E+3	1.0767727400000E-6	0.0000000000000E+0	0.0000000000000E+0	3.7406619835000E-9
1.5506538206762E+3	1.0775792400000E-6	0.0000000000000E+0	0.0000000000000E+0	4.4233111780000E-9
1.5506573275017E+3	1.0852217500000E-6	0.0000000000000E+0	0.0000000000000E+0	3.6448419280000E-9
1.5506608343273E+3	1.0856441800000E-6	0.0000000000000E+0	0.0000000000000E+0	4.7259140305000E-9
1.5506643411529E+3	1.0911552300000E-6	0.0000000000000E+0	0.0000000000000E+0	5.1934544740000E-9
1.5506678479785E+3	1.0898878200000E-6	0.0000000000000E+0	0.0000000000000E+0	4.0651144820000E-9
1.5506713548040E+3	1.0915904000000E-6	0.0000000000000E+0	0.0000000000000E+0	4.2314546885000E-9
1.5506748616296E+3	1.0950661900000E-6	0.0000000000000E+0	0.0000000000000E+0	5.6552190630000E-9
1.5506783684552E+3	1.0926018800000E-6	0.0000000000000E+0	0.0000000000000E+0	4.4755670635000E-9
1.5506818752807E+3	1.0987721200000E-6	0.0000000000000E+0	0.0000000000000E+0	5.8484647520000E-9
1.5506853821063E+3	1.0953669200000E-6	0.0000000000000E+0	0.0000000000000E+0	6.6829087650000E-9
1.5506888889319E+3	1.1007305800000E-6	0.0000000000000E+0	0.0000000000000E+0	5.1104865045000E-9
1.5506923957575E+3	1.0938883500000E-6	0.0000000000000E+0	0.0000000000000E+0	5.2363940330000E-9
1.5506959025830E+3	1.0846712700000E-6	0.0000000000000E+0	0.0000000000000E+0	7.3923221450000E-9
1.5506994094086E+3	7.1341132100000E-7	0.0000000000000E+0	0.0000000000000E+0	6.4848873180000E-8
1.5507029162342E+3	1.0817141000000E-6	0.0000000000000E+0	0.0000000000000E+0	5.2416513435000E-9
1.5507064230597E+3	1.0998285500000E-6	0.0000000000000E+0	0.0000000000000E+0	6.7458288300000E-9
1.5507099298853E+3	1.0967877600000E-6	0.0000000000000E+0	0.0000000000000E+0	6.5378762800000E-9
1.5507134367109E+3	1.1023247100000E-6	0.0000000000000E+0	0.0000000000000E+0	6.3249768075000E-9
1.5507169435365E+3	1.0963207500000E-6	0.0000000000000E+0	0.0000000000000E+0	7.4103003650000E-9
1.5507204503620E+3	1.0991883100000E-6	0.0000000000000E+0	0.0000000000000E+0	6.9003244050000E-9
1.5507239571876E+3	1.0965895800000E-6	0.0000000000000E+0	0.0000000000000E+0	5.8495484905000E-9
1.5507274640132E+3	1.0984714200000E-6	0.0000000000000E+0	0.0000000000000E+0	7.4258013050000E-9
1.5507309708387E+3	1.0988428200000E-6	0.0000000000000E+0	0.0000000000000E+0	7.3755826300000E-9
1.5507344776643E+3	1.0965447800000E-6	0.0000000000000E+0	0.0000000000000E+0	6.7045442100000E-9
1.5507379844899E+3	1.1009805400000E-6	0.0000000000000E+0	0.0000000000000E+0	6.7527800600000E-9
1.5507414913155E+3	1.0960648400000E-6	0.0000000000000E+0	0.0000000000000E+0	7.0278980850000E-9
1.5507449981410E+3	1.0979915000000E-6	0.0000000000000E+0	0.0000000000000E+0	6.6985225450000E-9
1.5507485049666E+3	1.0920322800000E-6	0.0000000000000E+0	0.0000000000000E+0	6.7367678950000E-9
1.5507520117922E+3	1.0907200400000E-6	0.0000000000000E+0	0.0000000000000E+0	7.2562222200000E-9
